stat_name,home_value,away_value,category,tip_id,home_possession,home_advantage,away_possession,away_advantage,match_id
,,,possession,bar_2,Home Possession: 78.98%,Home Advantage: 57.96%,Away Possession: 21.02%,Away Advantage: N/A,nycvssea-10-18-2025
,,,possession,bar_3,Home Possession: 23.31%,Home Advantage: N/A,Away Possession: 76.69%,Away Advantage: 53.38%,nycvssea-10-18-2025
,,,possession,bar_4,Home Possession: 21.32%,Home Advantage: N/A,Away Possession: 78.68%,Away Advantage: 57.36%,nycvssea-10-18-2025
,,,possession,bar_5,Home Possession: 53.19%,Home Advantage: 6.38%,Away Possession: 46.81%,Away Advantage: N/A,nycvssea-10-18-2025
,,,possession,bar_6,Home Possession: 40.19%,Home Advantage: N/A,Away Possession: 59.81%,Away Advantage: 19.62%,nycvssea-10-18-2025
,,,possession,bar_7,Home Possession: 60.12%,Home Advantage: 20.24%,Away Possession: 39.88%,Away Advantage: N/A,nycvssea-10-18-2025
,,,possession,bar_8,Home Possession: 51.87%,Home Advantage: 3.74%,Away Possession: 48.13%,Away Advantage: N/A,nycvssea-10-18-2025
,,,possession,bar_2_0,Home Possession: 74.35%,Home Advantage: 48.7%,Away Possession: 25.65%,Away Advantage: N/A,nycvssea-10-18-2025
,,,possession,bar_2_1,Home Possession: 52.07%,Home Advantage: 4.14%,Away Possession: 47.93%,Away Advantage: N/A,nycvssea-10-18-2025
,,,possession,bar_2_2,Home Possession: 32.17%,Home Advantage: N/A,Away Possession: 67.83%,Away Advantage: 35.66%,nycvssea-10-18-2025
,,,possession,bar_2_3,Home Possession: 68.64%,Home Advantage: 37.28%,Away Possession: 31.36%,Away Advantage: N/A,nycvssea-10-18-2025
,,,possession,bar_2_4,Home Possession: 45.82%,Home Advantage: N/A,Away Possession: 54.18%,Away Advantage: 8.36%,nycvssea-10-18-2025
,,,possession,bar_2_5,Home Possession: 35.12%,Home Advantage: N/A,Away Possession: 64.88%,Away Advantage: 29.76%,nycvssea-10-18-2025
,,,possession,bar_2_6,Home Possession: 45.12%,Home Advantage: N/A,Away Possession: 54.88%,Away Advantage: 9.76%,nycvssea-10-18-2025
,,,possession,bar_2_7,Home Possession: 40.26%,Home Advantage: N/A,Away Possession: 59.74%,Away Advantage: 19.48%,nycvssea-10-18-2025
,,,possession,bar_2_8,Home Possession: 57.37%,Home Advantage: 14.74%,Away Possession: 42.63%,Away Advantage: N/A,nycvssea-10-18-2025
Total Team XG,1.1,0.7,xg,,,,,,nycvssea-10-18-2025
Shots,16,8,xg,,,,,,nycvssea-10-18-2025
Shots On Target,5,4,xg,,,,,,nycvssea-10-18-2025
Possession %,48,52,general,,,,,,cinvsmtl-10-18-2025
Shots,12,10,general,,,,,,cinvsmtl-10-18-2025
Shots on Goal,7,3,general,,,,,,cinvsmtl-10-18-2025
Blocked Shots,2,2,general,,,,,,cinvsmtl-10-18-2025
Total Passes,355,411,general,,,,,,cinvsmtl-10-18-2025
Passing Accuracy %,89.3,84.4,general,,,,,,cinvsmtl-10-18-2025
Corners,5,12,general,,,,,,cinvsmtl-10-18-2025
Total Crosses,3,6,general,,,,,,cinvsmtl-10-18-2025
Offsides,0,1,general,,,,,,cinvsmtl-10-18-2025
Aerial Duels Won,11,7,general,,,,,,cinvsmtl-10-18-2025
Expected Goals,1.6,1.2,general,,,,,,cinvsmtl-10-18-2025
Goalkeeper Saves,3,4,general,,,,,,cinvsmtl-10-18-2025
Clearances,4,5,general,,,,,,cinvsmtl-10-18-2025
Fouls,10,9,general,,,,,,cinvsmtl-10-18-2025
Yellow Cards,2,2,general,,,,,,cinvsmtl-10-18-2025
Red Cards,0,0,general,,,,,,cinvsmtl-10-18-2025
Overall %,89.3,84.4,general,,,,,,cinvsmtl-10-18-2025
Open Play Pass %,89.3,83.8,general,,,,,,cinvsmtl-10-18-2025
Set Piece Cross %,60,11.1,general,,,,,,cinvsmtl-10-18-2025
Open Play Cross %,33.3,16.7,general,,,,,,cinvsmtl-10-18-2025
Goals,3,0,general,,,,,,cinvsmtl-10-18-2025
On Target,7,3,general,,,,,,cinvsmtl-10-18-2025
Off Target,9,10,general,,,,,,cinvsmtl-10-18-2025
Blocked,2,2,general,,,,,,cinvsmtl-10-18-2025
Goals Conceded,0,3,general,,,,,,cinvsmtl-10-18-2025
Shots Against,12,10,general,,,,,,cinvsmtl-10-18-2025
Clean Sheets,0,0,general,,,,,,cinvsmtl-10-18-2025
XG Conceded,1.2,1.6,general,,,,,,cinvsmtl-10-18-2025
Interceptions,1,2,general,,,,,,cinvsmtl-10-18-2025
Goals,3,0,shooting,,,,,,cinvsmtl-10-18-2025
On Target,7,3,shooting,,,,,,cinvsmtl-10-18-2025
Off Target,3,2,shooting,,,,,,cinvsmtl-10-18-2025
Blocked,2,2,shooting,,,,,,cinvsmtl-10-18-2025
Overall %,89.3,84.4,passing,,,,,,cinvsmtl-10-18-2025
Open Play Pass %,89.3,83.8,passing,,,,,,cinvsmtl-10-18-2025
Set Piece Cross %,60,11.1,passing,,,,,,cinvsmtl-10-18-2025
Open Play Cross %,33.3,16.7,passing,,,,,,cinvsmtl-10-18-2025
,,,possession,bar_0,Home Possession: 47.38%,Home Advantage: N/A,Away Possession: 52.62%,Away Advantage: 5.24%,cinvsmtl-10-18-2025
,,,possession,bar_1,Home Possession: 49.77%,Home Advantage: N/A,Away Possession: 50.23%,Away Advantage: 0.46%,cinvsmtl-10-18-2025
,,,possession,bar_2,Home Possession: 27.5%,Home Advantage: N/A,Away Possession: 72.5%,Away Advantage: 45%,cinvsmtl-10-18-2025
,,,possession,bar_3,Home Possession: 34.65%,Home Advantage: N/A,Away Possession: 65.35%,Away Advantage: 30.7%,cinvsmtl-10-18-2025
,,,possession,bar_4,Home Possession: 60.26%,Home Advantage: 20.52%,Away Possession: 39.74%,Away Advantage: N/A,cinvsmtl-10-18-2025
,,,possession,bar_5,Home Possession: 35.19%,Home Advantage: N/A,Away Possession: 64.81%,Away Advantage: 29.62%,cinvsmtl-10-18-2025
,,,possession,bar_6,Home Possession: 60.8%,Home Advantage: 21.6%,Away Possession: 39.2%,Away Advantage: N/A,cinvsmtl-10-18-2025
,,,possession,bar_7,Home Possession: 36.84%,Home Advantage: N/A,Away Possession: 63.16%,Away Advantage: 26.32%,cinvsmtl-10-18-2025
,,,possession,bar_8,Home Possession: 55.25%,Home Advantage: 10.5%,Away Possession: 44.75%,Away Advantage: N/A,cinvsmtl-10-18-2025
,,,possession,bar_2_0,Home Possession: 64.28%,Home Advantage: 28.56%,Away Possession: 35.72%,Away Advantage: N/A,cinvsmtl-10-18-2025
,,,possession,bar_2_1,Home Possession: 59.94%,Home Advantage: 19.88%,Away Possession: 40.06%,Away Advantage: N/A,cinvsmtl-10-18-2025
,,,possession,bar_2_2,Home Possession: 38.54%,Home Advantage: N/A,Away Possession: 61.46%,Away Advantage: 22.92%,cinvsmtl-10-18-2025
,,,possession,bar_2_3,Home Possession: 49.93%,Home Advantage: N/A,Away Possession: 50.07%,Away Advantage: 0.14%,cinvsmtl-10-18-2025
,,,possession,bar_2_4,Home Possession: 70.6%,Home Advantage: 41.2%,Away Possession: 29.4%,Away Advantage: N/A,cinvsmtl-10-18-2025
,,,possession,bar_2_5,Home Possession: 38.92%,Home Advantage: N/A,Away Possession: 61.08%,Away Advantage: 22.16%,cinvsmtl-10-18-2025
,,,possession,bar_2_6,Home Possession: 55.63%,Home Advantage: 11.26%,Away Possession: 44.37%,Away Advantage: N/A,cinvsmtl-10-18-2025
,,,possession,bar_2_7,Home Possession: 62.47%,Home Advantage: 24.94%,Away Possession: 37.53%,Away Advantage: N/A,cinvsmtl-10-18-2025
,,,possession,bar_2_8,Home Possession: 44.06%,Home Advantage: N/A,Away Possession: 55.94%,Away Advantage: 11.88%,cinvsmtl-10-18-2025
Total Team XG,1.6,1.2,xg,,,,,,cinvsmtl-10-18-2025
Shots,12,10,xg,,,,,,cinvsmtl-10-18-2025
Shots On Target,7,3,xg,,,,,,cinvsmtl-10-18-2025
Possession %,47.8,52.2,general,,,,,,skcvshou-10-18-2025
Shots,10,9,general,,,,,,skcvshou-10-18-2025
Shots on Goal,2,6,general,,,,,,skcvshou-10-18-2025
Blocked Shots,5,0,general,,,,,,skcvshou-10-18-2025
Total Passes,497,495,general,,,,,,skcvshou-10-18-2025
Passing Accuracy %,83.5,84,general,,,,,,skcvshou-10-18-2025
Corners,7,5,general,,,,,,skcvshou-10-18-2025
Total Crosses,8,5,general,,,,,,skcvshou-10-18-2025
Offsides,0,1,general,,,,,,skcvshou-10-18-2025
Aerial Duels Won,12,10,general,,,,,,skcvshou-10-18-2025
Expected Goals,1,0.8,general,,,,,,skcvshou-10-18-2025
Goalkeeper Saves,6,2,general,,,,,,skcvshou-10-18-2025
Clearances,6,5,general,,,,,,skcvshou-10-18-2025
Fouls,17,18,general,,,,,,skcvshou-10-18-2025
Yellow Cards,3,4,general,,,,,,skcvshou-10-18-2025
Red Cards,0,0,general,,,,,,skcvshou-10-18-2025
Overall %,83.5,84,general,,,,,,skcvshou-10-18-2025
Open Play Pass %,83.4,83.4,general,,,,,,skcvshou-10-18-2025
Set Piece Cross %,37.5,50,general,,,,,,skcvshou-10-18-2025
Open Play Cross %,12.5,40,general,,,,,,skcvshou-10-18-2025
Goals,0,0,general,,,,,,skcvshou-10-18-2025
On Target,2,6,general,,,,,,skcvshou-10-18-2025
Off Target,10,9,general,,,,,,skcvshou-10-18-2025
Blocked,5,0,general,,,,,,skcvshou-10-18-2025
Goals Conceded,0,0,general,,,,,,skcvshou-10-18-2025
Shots Against,10,9,general,,,,,,skcvshou-10-18-2025
Clean Sheets,0,0,general,,,,,,skcvshou-10-18-2025
XG Conceded,0.8,1,general,,,,,,skcvshou-10-18-2025
Interceptions,0,1,general,,,,,,skcvshou-10-18-2025
Goals,0,0,shooting,,,,,,skcvshou-10-18-2025
On Target,2,6,shooting,,,,,,skcvshou-10-18-2025
Off Target,3,3,shooting,,,,,,skcvshou-10-18-2025
Blocked,5,0,shooting,,,,,,skcvshou-10-18-2025
Overall %,83.5,84,passing,,,,,,skcvshou-10-18-2025
Open Play Pass %,83.4,83.4,passing,,,,,,skcvshou-10-18-2025
Set Piece Cross %,37.5,50,passing,,,,,,skcvshou-10-18-2025
Open Play Cross %,12.5,40,passing,,,,,,skcvshou-10-18-2025
,,,possession,bar_0,Home Possession: 49.9%,Home Advantage: N/A,Away Possession: 50.1%,Away Advantage: 0.2%,skcvshou-10-18-2025
,,,possession,bar_1,Home Possession: 49.48%,Home Advantage: N/A,Away Possession: 50.52%,Away Advantage: 1.04%,skcvshou-10-18-2025
,,,possession,bar_2,Home Possession: 67.21%,Home Advantage: 34.42%,Away Possession: 32.79%,Away Advantage: N/A,skcvshou-10-18-2025
,,,possession,bar_3,Home Possession: 32.89%,Home Advantage: N/A,Away Possession: 67.11%,Away Advantage: 34.22%,skcvshou-10-18-2025
,,,possession,bar_4,Home Possession: 46.26%,Home Advantage: N/A,Away Possession: 53.74%,Away Advantage: 7.48%,skcvshou-10-18-2025
,,,possession,bar_5,Home Possession: 48%,Home Advantage: N/A,Away Possession: 52%,Away Advantage: 4%,skcvshou-10-18-2025
,,,possession,bar_6,Home Possession: 51.28%,Home Advantage: 2.56%,Away Possession: 48.72%,Away Advantage: N/A,skcvshou-10-18-2025
,,,possession,bar_7,Home Possession: 47.65%,Home Advantage: N/A,Away Possession: 52.35%,Away Advantage: 4.7%,skcvshou-10-18-2025
,,,possession,bar_8,Home Possession: 62.59%,Home Advantage: 25.18%,Away Possession: 37.41%,Away Advantage: N/A,skcvshou-10-18-2025
,,,possession,bar_2_0,Home Possession: 25.68%,Home Advantage: N/A,Away Possession: 74.32%,Away Advantage: 48.64%,skcvshou-10-18-2025
,,,possession,bar_2_1,Home Possession: 64.8%,Home Advantage: 29.6%,Away Possession: 35.2%,Away Advantage: N/A,skcvshou-10-18-2025
,,,possession,bar_2_2,Home Possession: 37.77%,Home Advantage: N/A,Away Possession: 62.23%,Away Advantage: 24.46%,skcvshou-10-18-2025
,,,possession,bar_2_3,Home Possession: 51.79%,Home Advantage: 3.58%,Away Possession: 48.21%,Away Advantage: N/A,skcvshou-10-18-2025
,,,possession,bar_2_4,Home Possession: 66.44%,Home Advantage: 32.88%,Away Possession: 33.56%,Away Advantage: N/A,skcvshou-10-18-2025
,,,possession,bar_2_5,Home Possession: 40.49%,Home Advantage: N/A,Away Possession: 59.51%,Away Advantage: 19.02%,skcvshou-10-18-2025
,,,possession,bar_2_6,Home Possession: 43.14%,Home Advantage: N/A,Away Possession: 56.86%,Away Advantage: 13.72%,skcvshou-10-18-2025
,,,possession,bar_2_7,Home Possession: 39.24%,Home Advantage: N/A,Away Possession: 60.76%,Away Advantage: 21.52%,skcvshou-10-18-2025
,,,possession,bar_2_8,Home Possession: 46.28%,Home Advantage: N/A,Away Possession: 53.72%,Away Advantage: 7.44%,skcvshou-10-18-2025
Total Team XG,1,0.8,xg,,,,,,skcvshou-10-18-2025
Shots,10,9,xg,,,,,,skcvshou-10-18-2025
Shots On Target,2,6,xg,,,,,,skcvshou-10-18-2025
Possession %,44,56,general,,,,,,nevschi-10-18-2025
Shots,8,16,general,,,,,,nevschi-10-18-2025
Shots on Goal,4,5,general,,,,,,nevschi-10-18-2025
Blocked Shots,1,4,general,,,,,,nevschi-10-18-2025
Total Passes,413,597,general,,,,,,nevschi-10-18-2025
Passing Accuracy %,79.7,87.3,general,,,,,,nevschi-10-18-2025
Corners,2,5,general,,,,,,nevschi-10-18-2025
Total Crosses,8,9,general,,,,,,nevschi-10-18-2025
Offsides,1,0,general,,,,,,nevschi-10-18-2025
Aerial Duels Won,19,15,general,,,,,,nevschi-10-18-2025
Expected Goals,1.1,1.7,general,,,,,,nevschi-10-18-2025
Goalkeeper Saves,5,2,general,,,,,,nevschi-10-18-2025
Clearances,7,3,general,,,,,,nevschi-10-18-2025
Fouls,10,17,general,,,,,,nevschi-10-18-2025
Yellow Cards,2,1,general,,,,,,nevschi-10-18-2025
Red Cards,0,0,general,,,,,,nevschi-10-18-2025
Overall %,79.7,87.3,general,,,,,,nevschi-10-18-2025
Open Play Pass %,81.5,87.3,general,,,,,,nevschi-10-18-2025
Set Piece Cross %,50,0,general,,,,,,nevschi-10-18-2025
Open Play Cross %,12.5,11.1,general,,,,,,nevschi-10-18-2025
Goals,2,2,general,,,,,,nevschi-10-18-2025
On Target,4,5,general,,,,,,nevschi-10-18-2025
Off Target,6,15,general,,,,,,nevschi-10-18-2025
Blocked,1,4,general,,,,,,nevschi-10-18-2025
Goals Conceded,2,2,general,,,,,,nevschi-10-18-2025
Shots Against,8,16,general,,,,,,nevschi-10-18-2025
Clean Sheets,0,0,general,,,,,,nevschi-10-18-2025
XG Conceded,1.7,1.1,general,,,,,,nevschi-10-18-2025
Interceptions,2,2,general,,,,,,nevschi-10-18-2025
Goals,2,2,shooting,,,,,,nevschi-10-18-2025
On Target,4,5,shooting,,,,,,nevschi-10-18-2025
Off Target,3,7,shooting,,,,,,nevschi-10-18-2025
Blocked,1,4,shooting,,,,,,nevschi-10-18-2025
Overall %,79.7,87.3,passing,,,,,,nevschi-10-18-2025
Open Play Pass %,81.5,87.3,passing,,,,,,nevschi-10-18-2025
Set Piece Cross %,50,0,passing,,,,,,nevschi-10-18-2025
Open Play Cross %,12.5,11.1,passing,,,,,,nevschi-10-18-2025
,,,possession,bar_0,Home Possession: 55.06%,Home Advantage: 10.12%,Away Possession: 44.94%,Away Advantage: N/A,nevschi-10-18-2025
,,,possession,bar_1,Home Possession: 24.36%,Home Advantage: N/A,Away Possession: 75.64%,Away Advantage: 51.28%,nevschi-10-18-2025
,,,possession,bar_2,Home Possession: 35.16%,Home Advantage: N/A,Away Possession: 64.84%,Away Advantage: 29.68%,nevschi-10-18-2025
,,,possession,bar_3,Home Possession: 46.96%,Home Advantage: N/A,Away Possession: 53.04%,Away Advantage: 6.08%,nevschi-10-18-2025
,,,possession,bar_4,Home Possession: 29.19%,Home Advantage: N/A,Away Possession: 70.81%,Away Advantage: 41.62%,nevschi-10-18-2025
,,,possession,bar_5,Home Possession: 57.56%,Home Advantage: 15.12%,Away Possession: 42.44%,Away Advantage: N/A,nevschi-10-18-2025
,,,possession,bar_6,Home Possession: 33.03%,Home Advantage: N/A,Away Possession: 66.97%,Away Advantage: 33.94%,nevschi-10-18-2025
,,,possession,bar_7,Home Possession: 50.82%,Home Advantage: 1.64%,Away Possession: 49.18%,Away Advantage: N/A,nevschi-10-18-2025
,,,possession,bar_8,Home Possession: 50.57%,Home Advantage: 1.14%,Away Possession: 49.43%,Away Advantage: N/A,nevschi-10-18-2025
,,,possession,bar_2_0,Home Possession: 50.68%,Home Advantage: 1.36%,Away Possession: 49.32%,Away Advantage: N/A,nevschi-10-18-2025
,,,possession,bar_2_1,Home Possession: 61.15%,Home Advantage: 22.3%,Away Possession: 38.85%,Away Advantage: N/A,nevschi-10-18-2025
,,,possession,bar_2_2,Home Possession: 57.43%,Home Advantage: 14.86%,Away Possession: 42.57%,Away Advantage: N/A,nevschi-10-18-2025
,,,possession,bar_2_3,Home Possession: 39.69%,Home Advantage: N/A,Away Possession: 60.31%,Away Advantage: 20.62%,nevschi-10-18-2025
,,,possession,bar_2_4,Home Possession: 33.99%,Home Advantage: N/A,Away Possession: 66.01%,Away Advantage: 32.02%,nevschi-10-18-2025
,,,possession,bar_2_5,Home Possession: 41.69%,Home Advantage: N/A,Away Possession: 58.31%,Away Advantage: 16.62%,nevschi-10-18-2025
,,,possession,bar_2_6,Home Possession: 58.19%,Home Advantage: 16.38%,Away Possession: 41.81%,Away Advantage: N/A,nevschi-10-18-2025
,,,possession,bar_2_7,Home Possession: 34.7%,Home Advantage: N/A,Away Possession: 65.3%,Away Advantage: 30.6%,nevschi-10-18-2025
,,,possession,bar_2_8,Home Possession: 46.95%,Home Advantage: N/A,Away Possession: 53.05%,Away Advantage: 6.1%,nevschi-10-18-2025
Total Team XG,1,1.7,xg,,,,,,nevschi-10-18-2025
Shots,8,16,xg,,,,,,nevschi-10-18-2025
Shots On Target,4,5,xg,,,,,,nevschi-10-18-2025
Possession %,43.9,56.1,general,,,,,,cltvsphi-10-18-2025
Shots,8,24,general,,,,,,cltvsphi-10-18-2025
Shots on Goal,5,6,general,,,,,,cltvsphi-10-18-2025
Blocked Shots,0,5,general,,,,,,cltvsphi-10-18-2025
Total Passes,389,534,general,,,,,,cltvsphi-10-18-2025
Passing Accuracy %,81,84.8,general,,,,,,cltvsphi-10-18-2025
Corners,4,12,general,,,,,,cltvsphi-10-18-2025
Total Crosses,6,12,general,,,,,,cltvsphi-10-18-2025
Offsides,0,2,general,,,,,,cltvsphi-10-18-2025
Aerial Duels Won,5,11,general,,,,,,cltvsphi-10-18-2025
Expected Goals,1.1,2.1,general,,,,,,cltvsphi-10-18-2025
Goalkeeper Saves,6,3,general,,,,,,cltvsphi-10-18-2025
Clearances,16,2,general,,,,,,cltvsphi-10-18-2025
Fouls,5,13,general,,,,,,cltvsphi-10-18-2025
Yellow Cards,2,4,general,,,,,,cltvsphi-10-18-2025
Red Cards,1,0,general,,,,,,cltvsphi-10-18-2025
Overall %,81,84.8,general,,,,,,cltvsphi-10-18-2025
Open Play Pass %,80.6,84.6,general,,,,,,cltvsphi-10-18-2025
Set Piece Cross %,50,28.6,general,,,,,,cltvsphi-10-18-2025
Open Play Cross %,50,25,general,,,,,,cltvsphi-10-18-2025
Goals,2,0,general,,,,,,cltvsphi-10-18-2025
On Target,5,6,general,,,,,,cltvsphi-10-18-2025
Off Target,6,24,general,,,,,,cltvsphi-10-18-2025
Blocked,0,5,general,,,,,,cltvsphi-10-18-2025
Goals Conceded,0,2,general,,,,,,cltvsphi-10-18-2025
Shots Against,8,24,general,,,,,,cltvsphi-10-18-2025
Clean Sheets,0,0,general,,,,,,cltvsphi-10-18-2025
XG Conceded,2.1,1.1,general,,,,,,cltvsphi-10-18-2025
Interceptions,2,0,general,,,,,,cltvsphi-10-18-2025
Goals,2,0,shooting,,,,,,cltvsphi-10-18-2025
On Target,5,6,shooting,,,,,,cltvsphi-10-18-2025
Off Target,3,11,shooting,,,,,,cltvsphi-10-18-2025
Blocked,0,5,shooting,,,,,,cltvsphi-10-18-2025
Overall %,81,84.8,passing,,,,,,cltvsphi-10-18-2025
Open Play Pass %,80.6,84.6,passing,,,,,,cltvsphi-10-18-2025
Set Piece Cross %,50,28.6,passing,,,,,,cltvsphi-10-18-2025
Open Play Cross %,50,25,passing,,,,,,cltvsphi-10-18-2025
,,,possession,bar_0,Home Possession: 53.16%,Home Advantage: 6.32%,Away Possession: 46.84%,Away Advantage: N/A,cltvsphi-10-18-2025
,,,possession,bar_1,Home Possession: 53.72%,Home Advantage: 7.44%,Away Possession: 46.28%,Away Advantage: N/A,cltvsphi-10-18-2025
,,,possession,bar_2,Home Possession: 53.04%,Home Advantage: 6.08%,Away Possession: 46.96%,Away Advantage: N/A,cltvsphi-10-18-2025
,,,possession,bar_3,Home Possession: 75.14%,Home Advantage: 50.28%,Away Possession: 24.86%,Away Advantage: N/A,cltvsphi-10-18-2025
,,,possession,bar_4,Home Possession: 65.78%,Home Advantage: 31.56%,Away Possession: 34.22%,Away Advantage: N/A,cltvsphi-10-18-2025
,,,possession,bar_5,Home Possession: 49.77%,Home Advantage: N/A,Away Possession: 50.23%,Away Advantage: 0.46%,cltvsphi-10-18-2025
,,,possession,bar_6,Home Possession: 48.29%,Home Advantage: N/A,Away Possession: 51.71%,Away Advantage: 3.42%,cltvsphi-10-18-2025
,,,possession,bar_7,Home Possession: 44.55%,Home Advantage: N/A,Away Possession: 55.45%,Away Advantage: 10.9%,cltvsphi-10-18-2025
,,,possession,bar_8,Home Possession: 29.94%,Home Advantage: N/A,Away Possession: 70.06%,Away Advantage: 40.12%,cltvsphi-10-18-2025
,,,possession,bar_2_0,Home Possession: 35.86%,Home Advantage: N/A,Away Possession: 64.14%,Away Advantage: 28.28%,cltvsphi-10-18-2025
,,,possession,bar_2_1,Home Possession: 27.21%,Home Advantage: N/A,Away Possession: 72.79%,Away Advantage: 45.58%,cltvsphi-10-18-2025
,,,possession,bar_2_2,Home Possession: 41.6%,Home Advantage: N/A,Away Possession: 58.4%,Away Advantage: 16.8%,cltvsphi-10-18-2025
,,,possession,bar_2_3,Home Possession: 48.69%,Home Advantage: N/A,Away Possession: 51.31%,Away Advantage: 2.62%,cltvsphi-10-18-2025
,,,possession,bar_2_4,Home Possession: 29.5%,Home Advantage: N/A,Away Possession: 70.5%,Away Advantage: 41%,cltvsphi-10-18-2025
,,,possession,bar_2_5,Home Possession: 32.55%,Home Advantage: N/A,Away Possession: 67.45%,Away Advantage: 34.9%,cltvsphi-10-18-2025
,,,possession,bar_2_6,Home Possession: 48.08%,Home Advantage: N/A,Away Possession: 51.92%,Away Advantage: 3.84%,cltvsphi-10-18-2025
,,,possession,bar_2_7,Home Possession: 29.85%,Home Advantage: N/A,Away Possession: 70.15%,Away Advantage: 40.3%,cltvsphi-10-18-2025
,,,possession,bar_2_8,Home Possession: 44.32%,Home Advantage: N/A,Away Possession: 55.68%,Away Advantage: 11.36%,cltvsphi-10-18-2025
Total Team XG,1.1,2.1,xg,,,,,,cltvsphi-10-18-2025
Shots,8,24,xg,,,,,,cltvsphi-10-18-2025
Shots On Target,5,6,xg,,,,,,cltvsphi-10-18-2025
