event_id,match_id,minute,title,comment,out_player,in_player
1,8582be8b,7',Attempt Saved,Attempt blocked. Kei Kamara's (FC Cincinnati) with right footed shot from the right side of the box with an xG of 6% is blocked by Jalen Neal.,,
2,8582be8b,8',Attempt Saved,Attempt blocked. Prince Owusu's (CF Montréal) with left footed shot from the center of the box with an xG of 11% is blocked by Teenage Hadebe.,,
3,8582be8b,29',Foul,Victor Loturi (CF Montréal) is shown the yellow card for the foul.,,
4,8582be8b,31',Attempt Missed,Attempt missed. Miles Robinson's (FC Cincinnati) with header from the center of the box with an xG of 5% misses to the left.,,
5,8582be8b,33',Attempt Saved,Attempt saved. Brenner Souza's (FC Cincinnati) with right footed shot from the central position outside the box with an xG of 3% is saved by Thomas Gillier.,,
6,8582be8b,33',Corner,Goal! 1:0. Nick Hagglund (FC Cincinnati) scored with header from the center of the box with an xG of 7% to the top left corner. Assisted by Evander Da Silva Ferreira.,,
7,8582be8b,35',Attempt Missed,Attempt missed. Brenner Souza's (FC Cincinnati) with header from the center of the box with an xG of 15% misses to the left.,,
8,8582be8b,37',Attempt Missed,Attempt missed. Kei Kamara's (FC Cincinnati) with right footed shot from the center of the box with an xG of 28% goes over.,,
9,8582be8b,42',Foul,Dante Sealy (CF Montréal) is shown the yellow card for the foul.,,
10,8582be8b,45'+2,Attempt Saved,Attempt saved. Brandan Craig's (CF Montréal) with right footed shot from the left half-space outside the box with an xG of 2% is saved by Roman Celentano.,,
11,8582be8b,45'+5,Foul,Nick Hagglund (FC Cincinnati) is shown the yellow card for the foul.,,
12,8582be8b,45'+6,PENALTY MISSED,Penalty missed. Prince Owusu (CF Montréal) hits the right post from the center of the box with an xG of 77%.,,
13,8582be8b,45'+7,Attempt Saved,Attempt saved. Victor Loturi's (CF Montréal) with header from the center of the box with an xG of 8% is saved by Roman Celentano.,,
14,8582be8b,,,,J. Neal,F. Álvarez
15,8582be8b,,,,D. Marczuk,Y. Kubo
16,8582be8b,,,,O. Nwobodo,S. Gidi
17,8582be8b,,,,T. Hadebe,G. Flores
18,8582be8b,48',Attempt Saved,Attempt saved. Yuya Kubo's (FC Cincinnati) with left footed shot from the left side of the box with an xG of 11% is saved by Thomas Gillier.,,
19,8582be8b,56',Corner,Goal! 2:0. Evander Da Silva Ferreira (FC Cincinnati) scored with left footed shot from the central position outside the box with an xG of 6% to the bottom right corner. Assisted by Nick Hagglund.,,
20,8582be8b,,,,D. Sealy,O. Escobar
21,8582be8b,,,,F. Herbers,I. Jaime
22,8582be8b,61',Foul,Samuel Gidi (FC Cincinnati) is shown the yellow card for the foul.,,
23,8582be8b,63',Attempt Missed,Attempt missed. Hennadii Synchuk's (CF Montréal) with left footed shot from the right side of the box with an xG of 2% misses to the left.,,
24,8582be8b,72',Attempt Saved,Attempt blocked. Olger Escobar's (CF Montréal) with left footed shot from the central position outside the box with an xG of 2% is blocked by Gilberto Flores.,,
25,8582be8b,73',Attempt Saved,Attempt saved. Iván Jaime's (CF Montréal) with right footed shot from the central position outside the box with an xG of 5% is saved by Roman Celentano.,,
26,8582be8b,,,,P. Owusu,G. Vrioni
27,8582be8b,,,,N. Hagglund,Tah Brian Anunga
28,8582be8b,,,,I. Jaime,Mahala Opoku
29,8582be8b,,,,H. Synchuk,B. Duke
30,8582be8b,,,,K. Kamara,G. Valenzuela
31,8582be8b,85',Attempt Saved,Attempt saved. Brian Anunga's (FC Cincinnati) with right footed shot from the center of the box with an xG of 26% is saved by Thomas Gillier.,,
32,8582be8b,86',Attempt Missed,Bode Hidalgo (CF Montréal) with left footed shot from the central position outside the box with an xG of 4%.,,
33,8582be8b,86',Attempt Saved,Attempt blocked. Evander Da Silva Ferreira's (FC Cincinnati) with left footed shot from the center of the box with an xG of 7% is blocked by Bode Hidalgo.,,
34,8582be8b,88',Corner,Goal! 3:0. Brenner Souza (FC Cincinnati) scored with left footed shot from the center of the box with an xG of 18% to the bottom left corner. Assisted by Gerardo Valenzuela.,,
35,8582be8b,90'+4,Attempt Saved,Attempt saved. Brenner Souza's (FC Cincinnati) with left footed shot from the center of the box with an xG of 29% is saved by Thomas Gillier.,,
36,8582be8b,90'+5,Attempt Missed,Fernando Álvarez (CF Montréal) with header from the center of the box with an xG of 6%.,,
37,8582be8b,90'+6,Attempt Missed,Attempt missed. Kwadwo Opoku's (CF Montréal) with left footed shot from the center of the box with an xG of 7% goes over.,,
38,9a2edb25,11',GOAL,"Goal! 0:1. Eric Maxim Choupo-Moting (New York Red Bulls) scored with right footed shot from the center of the box with an xG of 9% to the lower left zone. Assisted by Emil Forsberg, second assist by Gustav Berggren.",,
39,9a2edb25,15',Foul,Daniel Edelman (New York Red Bulls) is shown the yellow card for the foul.,,
40,9a2edb25,16',GOAL,"Goal! 1:1. Andrés Herrera (Columbus Crew) scored with right footed shot from the center of the box with an xG of 34% to the lower right zone. Assisted by Lassi Lappalainen, second assist by Max Arfsten.",,
41,9a2edb25,23',Attempt Saved,Attempt saved. Emil Forsberg's (New York Red Bulls) with left footed shot from the left side of the box with an xG of 8% is saved by Patrick Schulte.,,
42,9a2edb25,25',Attempt Saved,Attempt blocked. Steven Moreira's (Columbus Crew) with left footed shot from the central position outside the box with an xG of 6% is blocked by Omar Valencia.,,
43,9a2edb25,26',Attempt Saved,Attempt blocked. Jacen Russell-Rowe's (Columbus Crew) with right footed shot from the center of the box with an xG of 28% is blocked by Lassi Lappalainen.,,
44,9a2edb25,27',Attempt Missed,Attempt missed. Lassi Lappalainen's (Columbus Crew) with right footed shot from the left side of the box with an xG of 6% misses to the right.,,
45,9a2edb25,29',Attempt Missed,Attempt missed. Dennis Gjengaar's (New York Red Bulls) with right footed shot from the right side of the box with an xG of 7% misses to the right.,,
46,9a2edb25,35',Attempt Saved,Attempt saved. Emil Forsberg's (New York Red Bulls) with header from the center of the box with an xG of 22% is saved by Patrick Schulte.,,
47,9a2edb25,36',Attempt Missed,Attempt missed. Andrés Herrera's (Columbus Crew) with right footed shot from the right side of the box with an xG of 7% misses to the left.,,
48,9a2edb25,37',Attempt Missed,Attempt missed. Hugo Picard's (Columbus Crew) with right footed shot from the center of the box with an xG of 22% goes over to the right.,,
49,9a2edb25,,,,L. Lappalainen,D. Gazdag
50,9a2edb25,49',Attempt Saved,Attempt saved. Jacen Russell-Rowe's (Columbus Crew) with right footed shot from the central position outside the box with an xG of 7% is saved by John McCarthy.,,
51,9a2edb25,51',Attempt Missed,Alexander Hack (New York Red Bulls) with header from the center of the box with an xG of 6%.,,
52,9a2edb25,52',Attempt Saved,Attempt saved. Dániel Gazdag's (Columbus Crew) with right footed shot from the center of the box with an xG of 18% is saved by John McCarthy.,,
53,9a2edb25,54',Attempt Saved,Attempt blocked. Eric Maxim Choupo-Moting's (New York Red Bulls) with right footed shot from the right side of the box with an xG of 12% is blocked by Sean Zawadzki.,,
54,9a2edb25,,,,D. Gjengaar,S. Ngoma
55,9a2edb25,,,,R. Edwards,W. Carmona
56,9a2edb25,,,,J. Russell-Rowe,T. Habroune
57,9a2edb25,65',Attempt Saved,Attempt saved. Dániel Gazdag's (Columbus Crew) with left footed shot from the center of the box with an xG of 13% is saved by John McCarthy.,,
58,9a2edb25,66',Attempt Saved,Attempt blocked. Malte Amundsen's (Columbus Crew) with left footed shot from the central position outside the box with an xG of 3% is blocked by Sean Nealis.,,
59,9a2edb25,66',GOAL,"Goal! 2:1. Dániel Gazdag (Columbus Crew) scored with right footed shot from the center of the box with an xG of 16% to the lower right zone. Assisted by Taha Habroune, second assist by Max Arfsten.",,
60,9a2edb25,70',Foul,Dylan Nealis (New York Red Bulls) is shown the yellow card for the foul.,,
61,9a2edb25,,,,D. Nealis,K. Duncan
62,9a2edb25,,,,O. Valencia,J. Hall
63,9a2edb25,,,,E. Choupo-Moting,W. Bogacz
64,9a2edb25,76',Attempt Saved,Attempt blocked. Malte Amundsen's (Columbus Crew) with left footed shot from the central position outside the box with an xG of 4% is blocked by Kyle Duncan.,,
65,9a2edb25,,,,D. Chambost,I. Aliyu
66,9a2edb25,82',Attempt Missed,Attempt missed. Sean Nealis's (New York Red Bulls) with right footed shot from the central position outside the box with an xG of 2% goes over.,,
67,9a2edb25,84',Corner,Goal! 3:1. Ibrahim Aliyu (Columbus Crew) scored with right footed shot from the right side of the box with an xG of 27% to the bottom right corner.,,
68,9a2edb25,87',Attempt Saved,Attempt blocked. Julian Hall's (New York Red Bulls) with right footed shot from the central position outside the box with an xG of 5% is blocked by Ibrahim Aliyu.,,
69,9a2edb25,,,,S. Moreira,C. Ruvalcaba
70,25ffa4eb,12',Attempt Saved,Attempt saved. Cristian Arango's (San Jose Earthquakes) with header from the center of the box with an xG of 10% is saved by Brad Stuver.,,
71,25ffa4eb,12',Attempt Saved,Attempt saved. Ousseni Bouda's (San Jose Earthquakes) with left footed shot from the left side of the box with an xG of 14% is saved by Brad Stuver.,,
72,25ffa4eb,15',Attempt Missed,Attempt missed. Cristian Arango's (San Jose Earthquakes) with right footed shot from the central position outside the box with an xG of 2% goes over.,,
73,25ffa4eb,22',GOAL,Goal! 0:1. Owen Wolff (Austin FC) scored with right footed shot from the central position outside the box with an xG of 6% to the central top zone. Assisted by Jáder Obrian.,,
74,25ffa4eb,31',Attempt Saved,Attempt blocked. Beau Leroux's (San Jose Earthquakes) with left footed shot from the central position outside the box with an xG of 6% is blocked by Mateja Djordjevic.,,
75,25ffa4eb,33',Attempt Saved,Attempt saved. Ousseni Bouda's (San Jose Earthquakes) with right footed shot from the right half-space outside the box with an xG of 2% is saved by Brad Stuver.,,
76,25ffa4eb,34',Attempt Saved,Attempt blocked. Cristian Arango's (San Jose Earthquakes) with right footed shot from the left side of the box with an xG of 7% is blocked by Guilherme Biro.,,
77,25ffa4eb,35',Attempt Saved,Attempt blocked. Ousseni Bouda's (San Jose Earthquakes) with right footed shot from the left half-space outside the box with an xG of 3% is blocked by Mikkel Desler.,,
78,25ffa4eb,37',Attempt Saved,Attempt blocked. Ousseni Bouda's (San Jose Earthquakes) with right footed shot from the left side of the box with an xG of 6% is blocked by Dani Pereira.,,
79,25ffa4eb,38',Attempt Missed,Attempt missed. Cristian Arango's (San Jose Earthquakes) with right footed shot from the center of the box with an xG of 3% misses to the right.,,
80,25ffa4eb,41',Attempt Saved,Attempt blocked. Jamar Ricketts's (San Jose Earthquakes) with left footed shot from the central position outside the box with an xG of 6% is blocked by Mikkel Desler.,,
81,25ffa4eb,44',Attempt Missed,Attempt missed. Guilherme Biro's (Austin FC) with header from the right side of the box with an xG of 4% misses to the right.,,
82,25ffa4eb,45'+2,Attempt Missed,Attempt missed. Daniel Munie's (San Jose Earthquakes) with header from the center of the box with an xG of 12% misses to the right.,,
83,25ffa4eb,,,,M. Desler,Ž. Kolmanič
84,25ffa4eb,,,,O. Wolff,B. Sabovic
85,25ffa4eb,48',Attempt Saved,Attempt saved. Ronaldo Vieira's (San Jose Earthquakes) with right footed shot from the central position outside the box with an xG of 3% is saved by Brad Stuver.,,
86,25ffa4eb,48',Attempt Saved,Attempt blocked. Beau Leroux's (San Jose Earthquakes) with right footed shot from the center of the box with an xG of 15% is blocked by Brendan Hines-Ike.,,
87,25ffa4eb,51',Attempt Missed,Beau Leroux (San Jose Earthquakes) with left footed shot from the left side of the box with an xG of 5%.,,
88,25ffa4eb,51',Attempt Missed,Attempt missed. Josef Martínez's (San Jose Earthquakes) with right footed shot from the center of the box with an xG of 31% goes over.,,
89,25ffa4eb,52',Foul,Nicolás Dubersarsky (Austin FC) is shown the yellow card for the foul.,,
90,25ffa4eb,55',Post,Benji Kikanovic (San Jose Earthquakes) hits the right post from the center of the box with an xG of 8%.,,
91,25ffa4eb,58',Attempt Saved,Attempt saved. Ousseni Bouda's (San Jose Earthquakes) with right footed shot from the left half-space outside the box with an xG of 3% is saved by Brad Stuver.,,
92,25ffa4eb,,,,J. Ricketts,P. Judd
93,25ffa4eb,62',Attempt Saved,Attempt saved. Preston Judd's (San Jose Earthquakes) with right footed shot from the center of the box with an xG of 8% is saved by Brad Stuver.,,
94,25ffa4eb,,,,B. Hines-Ike,J. Cascante
95,25ffa4eb,,,,M. Djordjevic,O. Svatok
96,25ffa4eb,67',Attempt Saved,Attempt saved. Preston Judd's (San Jose Earthquakes) with header from the center of the box with an xG of 10% is saved by Brad Stuver.,,
97,25ffa4eb,68',Yellow Card,Žan Kolmanič (Austin FC) is shown the yellow card for poor sportsmanship.,,
98,25ffa4eb,70',Attempt Missed,Josef Martínez (San Jose Earthquakes) with header from the center of the box with an xG of 30%.,,
99,25ffa4eb,70',Attempt Saved,Attempt blocked. Preston Judd's (San Jose Earthquakes) with right footed shot from the center of the box with an xG of 22% is blocked by Besard Sabovic.,,
100,25ffa4eb,70',Attempt Saved,Attempt saved. Josef Martínez's (San Jose Earthquakes) with header from the center of the box with an xG of 70% is saved by Brad Stuver.,,
101,25ffa4eb,,,,D. Pereira,C. Fodrey
102,25ffa4eb,,,,B. Leroux,N. Tsakiris
103,25ffa4eb,,,,O. Bouda,J. Skahan
104,25ffa4eb,74',Attempt Saved,Attempt blocked. Preston Judd's (San Jose Earthquakes) with right footed shot from the center of the box with an xG of 19% is blocked by Julio Cascante.,,
105,25ffa4eb,74',Attempt Saved,Attempt blocked. Preston Judd's (San Jose Earthquakes) with right footed shot from the center of the box with an xG of 7% is blocked by Nicolás Dubersarsky.,,
106,25ffa4eb,74',Corner,"Goal! 1:1. Josef Martínez (San Jose Earthquakes) scored with header from the center of the box with an xG of 24% to the top left corner. Assisted by Jack Skahan, second assist by Niko Tsakiris.",,
107,25ffa4eb,77',Corner,Goal! 2:1. Niko Tsakiris (San Jose Earthquakes) scored from free kick with left footed shot from the right half-space outside the box with an xG of 6% to the top right corner.,,
108,25ffa4eb,,,,J. Martínez,V. Costa
109,25ffa4eb,,,,C. Arango,I. Harkes
110,25ffa4eb,87',Attempt Saved,Attempt saved. Robert Taylor's (Austin FC) with right footed shot from the left side of the box with an xG of 11% is saved by Earl Edwards Jr..,,
111,25ffa4eb,90'+2,Yellow Card,Guilherme Biro (Austin FC) is shown the yellow card for poor sportsmanship.,,
112,25ffa4eb,90'+5,Attempt Missed,Attempt missed. CJ Fodrey's (Austin FC) with header from the center of the box with an xG of 6% goes over to the left.,,
113,4358c7d6,1',Corner,Goal! 1:0. Alhassan Yusuf (New England Revolution) scored with right footed shot from the center of the box with an xG of 40% to the bottom right corner.,,
114,4358c7d6,3',Attempt Missed,Attempt missed. Alhassan Yusuf's (New England Revolution) with right footed shot from the left half-space outside the box with an xG of 2% goes over.,,
115,4358c7d6,13',Attempt Missed,Attempt missed. Leo Campana's (New England Revolution) with header from the center of the box with an xG of 11% misses to the left.,,
116,4358c7d6,19',Attempt Saved,Attempt saved. Leo Campana's (New England Revolution) with header from the right side of the box with an xG of 4% is saved by Chris Brady.,,
117,4358c7d6,31',Attempt Missed,Attempt missed. Andrew Gutman's (Chicago Fire FC) with left footed shot from the left side of the box with an xG of 8% misses to the left.,,
118,4358c7d6,39',Attempt Missed,Attempt missed. Keegan Hughes's (New England Revolution) with header from the center of the box with an xG of 14% misses to the right.,,
119,4358c7d6,44',Attempt Missed,Attempt missed. Rominigue Kouamé's (Chicago Fire FC) with left footed shot from the right half-space outside the box with an xG of 2% goes out of bounds.,,
120,4358c7d6,,,,S. Rogers,S. Oregel
121,4358c7d6,,,,R. Kouamé,B. Gutiérrez
122,4358c7d6,50',Attempt Saved,Attempt saved. Philip Zinckernagel's (Chicago Fire FC) with left footed shot from the right half-space outside the box with an xG of 2% is saved by Matt Turner.,,
123,4358c7d6,52',Attempt Saved,Attempt blocked. Hugo Cuypers's (Chicago Fire FC) with right footed shot from the right side of the box with an xG of 8% is blocked by Mamadou Fofana.,,
124,4358c7d6,53',Attempt Saved,Attempt saved. Jonathan Bamba's (Chicago Fire FC) with right footed shot from the center of the box with an xG of 9% is saved by Matt Turner.,,
125,4358c7d6,53',Attempt Saved,Attempt blocked. Dor Turgeman's (New England Revolution) with right footed shot from the center of the box with an xG of 10% is blocked by Jonathan Dean.,,
126,4358c7d6,56',Attempt Missed,Attempt missed. Sergio Oregel's (Chicago Fire FC) with right footed shot from the central position outside the box with an xG of 6% misses to the left.,,
127,4358c7d6,,,,J. Bamba,M. Haile-Selassie
128,4358c7d6,,,,L. Campana,T. Chancalay
129,4358c7d6,66',Attempt Missed,Attempt missed. Andrew Gutman's (Chicago Fire FC) with left footed shot from the center of the box with an xG of 7% goes over to the right.,,
130,4358c7d6,68',Foul,Dor Turgeman (New England Revolution) is shown the yellow card for the foul.,,
131,4358c7d6,,,,J. Yueill,A. Farrell
132,4358c7d6,72',Attempt Saved,Attempt blocked. Maren Haile-Selassie's (Chicago Fire FC) with left footed shot from the left side of the box with an xG of 8% is blocked by Keegan Hughes.,,
133,4358c7d6,75',Attempt Missed,Attempt missed. Dje D’Avilla's (Chicago Fire FC) with right footed shot from the central position outside the box with an xG of 3% goes over to the right.,,
134,4358c7d6,77',Attempt Missed,Attempt missed. Philip Zinckernagel's (Chicago Fire FC) with right footed shot from the central position outside the box with an xG of 10% goes over.,,
135,4358c7d6,79',Attempt Missed,Attempt missed. Jack Elliott's (Chicago Fire FC) with header from the center of the box with an xG of 4% misses to the right.,,
136,4358c7d6,,,,J. Dean,J. Reynolds
137,4358c7d6,82',GOAL,"Goal! 1:1. Philip Zinckernagel (Chicago Fire FC) scored with right footed shot from the center of the box with an xG of 43% to the upper right central zone. Assisted by Hugo Cuypers, second assist by Maren Haile-Selassie.",,
138,4358c7d6,83',Attempt Saved,Attempt saved. Keegan Hughes's (New England Revolution) with header from the central position outside the box with an xG of 2% is saved by Chris Brady.,,
139,4358c7d6,85',Attempt Saved,Attempt saved. Brian Gutiérrez's (Chicago Fire FC) with left footed shot from the left half-space outside the box with an xG of 4% is saved by Matt Turner.,,
140,4358c7d6,,,,I. Feingold,B. Bye
141,4358c7d6,,,,M. Fofana,L. Langoni
142,4358c7d6,86',Attempt Saved,Attempt saved. Brian Gutiérrez's (Chicago Fire FC) with right footed shot from the center of the box with an xG of 11% is saved by Matt Turner.,,
143,4358c7d6,86',Attempt Saved,Attempt blocked. Philip Zinckernagel's (Chicago Fire FC) with right footed shot from the center of the box with an xG of 19% is blocked by Brandon Bye.,,
144,4358c7d6,90'+6,Corner,Goal! 2:1. Dor Turgeman (New England Revolution) scored with header from the center of the box with an xG of 20% to the bottom right corner. Assisted by Carles Gil.,,
145,4358c7d6,90'+9,Foul,Luca Langoni (New England Revolution) is shown the yellow card for the foul.,,
146,4358c7d6,90'+9,Attempt Saved,Attempt blocked. Hugo Cuypers's (Chicago Fire FC) with left footed shot from the center of the box with an xG of 21% is blocked by Dor Turgeman.,,
147,4358c7d6,90'+9,OWN GOAL,Own goal! 2:2. Dor Turgeman (New England Revolution) scored an own goal from the center of the box.,,
148,4358c7d6,90'+12,Yellow Card,Jack Elliott (Chicago Fire FC) is shown the yellow card for poor sportsmanship.,,
149,c2082132,1',Attempt Saved,Attempt blocked. Daniel Ríos's (Vancouver Whitecaps FC) with right footed shot from the center of the box with an xG of 2% is blocked by Anderson Julio.,,
150,c2082132,2',Foul,Édier Ocampo (Vancouver Whitecaps FC) is shown the yellow card for the foul.,,
151,c2082132,11',Foul,Mathias Laborda (Vancouver Whitecaps FC) is shown the red card for the foul.,,
152,c2082132,,,,D. Ríos,R. Priso
153,c2082132,16',Attempt Saved,Attempt saved. Samuel Sarver's (FC Dallas) with right footed shot from the central position outside the box with an xG of 3% is saved by Yohei Takaoka.,,
154,c2082132,17',Attempt Saved,Attempt saved. Anderson Julio's (FC Dallas) with header from the center of the box with an xG of 4% is saved by Yohei Takaoka.,,
155,c2082132,18',Corner,Goal! 0:1. Osaze Urhoghide (FC Dallas) scored with header from the center of the box with an xG of 8% to the bottom right corner. Assisted by Patrickson Delgado.,,
156,c2082132,20',Attempt Saved,Attempt blocked. Sebastian Berhalter's (Vancouver Whitecaps FC) with right footed shot from the left half-space outside the box with an xG of 3% is blocked by Kaick Ferreira.,,
157,c2082132,23',Attempt Saved,Attempt saved. Anderson Julio's (FC Dallas) with right footed shot from the central position outside the box with an xG of 4% is saved by Yohei Takaoka.,,
158,c2082132,27',Foul,Lalas Abubakar (FC Dallas) is shown the yellow card for the foul.,,
159,c2082132,28',Corner,Goal! 1:1. Thomas Müller (Vancouver Whitecaps FC) scored from penalty with right footed shot with an xG of 77% to the bottom right corner.,,
160,c2082132,34',Attempt Missed,Emmanuel Sabbi (Vancouver Whitecaps FC) from the center of the box with an xG of 22%.,,
161,c2082132,,,,P. Delgado,Pedrinho
162,c2082132,36',Attempt Saved,Attempt saved. Thomas Müller's (Vancouver Whitecaps FC) with right footed shot from the central position outside the box with an xG of 4% is saved by Michael Collodi.,,
163,c2082132,39',Attempt Saved,Attempt blocked. Pedro Martins's (FC Dallas) with left footed shot from the center of the box with an xG of 7% is blocked by Thomas Müller.,,
164,c2082132,41',Post,Sebastian Berhalter (Vancouver Whitecaps FC) hits the cross bar from the left side of the box with an xG of 2%.,,
165,c2082132,43',Attempt Missed,Attempt missed. Édier Ocampo's (Vancouver Whitecaps FC) with right footed shot from the central position outside the box with an xG of 5% goes over.,,
166,c2082132,45'+1,Attempt Missed,Attempt missed. Anderson Julio's (FC Dallas) with header from the center of the box with an xG of 27% misses to the right.,,
167,c2082132,45'+1,Foul,Anderson Julio (FC Dallas) is shown the yellow card for the foul.,,
168,c2082132,45'+8,Attempt Saved,Attempt saved. Bernard Kamungo's (FC Dallas) with left footed shot from the left half-space outside the box with an xG of 30% is saved by Yohei Takaoka.,,
169,c2082132,,,,É. Ocampo,J. Badwal
170,c2082132,47',GOAL,Goal! 1:2. Kaick Ferreira (FC Dallas) scored with left footed shot from the center of the box with an xG of 31% to the lower right central zone. Assisted by Samuel Sarver.,,
171,c2082132,50',Attempt Missed,Attempt missed. Anderson Julio's (FC Dallas) with right footed shot from the left half-space outside the box with an xG of 4% goes over to the right.,,
172,c2082132,56',Attempt Saved,Attempt blocked. Samuel Sarver's (FC Dallas) with right footed shot from the right side of the box with an xG of 6% is blocked by Tate Johnson.,,
173,c2082132,58',Attempt Saved,Attempt saved. Ali Ahmed's (Vancouver Whitecaps FC) with right footed shot from the central position outside the box with an xG of 5% is saved by Michael Collodi.,,
174,c2082132,60',Attempt Saved,Attempt saved. Jeevan Badwal's (Vancouver Whitecaps FC) with header from the center of the box with an xG of 8% is saved by Michael Collodi.,,
175,c2082132,,,,L. Abubakar,J. Torquato
176,c2082132,71',Foul,Bernard Kamungo (FC Dallas) is shown the yellow card for the foul.,,
177,c2082132,,,,E. Sabbi,R. Elloumi
178,c2082132,75',Attempt Saved,Attempt blocked. Ralph Priso's (Vancouver Whitecaps FC) with header from the center of the box with an xG of 4% is blocked by Chris Cappis.,,
179,c2082132,76',Attempt Saved,Attempt saved. Jeevan Badwal's (Vancouver Whitecaps FC) with left footed shot from the center of the box with an xG of 8% is saved by Michael Collodi.,,
180,c2082132,78',Attempt Saved,Attempt blocked. Tate Johnson's (Vancouver Whitecaps FC) with left footed shot from the left side of the box with an xG of 3% is blocked by Josh Torquato.,,
181,c2082132,79',Attempt Missed,Attempt missed. Rayan Elloumi's (Vancouver Whitecaps FC) with left footed shot from the center of the box with an xG of 25% misses to the left.,,
182,c2082132,,,,Kaick,P. Pomykal
183,c2082132,,,,S. Sarver,D. García
184,c2082132,,,,B. Kamungo,N. Norris
185,c2082132,81',Attempt Saved,Attempt blocked. Rayan Elloumi's (Vancouver Whitecaps FC) with left footed shot from the center of the box with an xG of 9% is blocked by Osaze Urhoghide.,,
186,c2082132,,,,T. Johnson,R. Gauld
187,c2082132,,,,A. Ahmed,K. Cabrera
188,c2082132,83',Post,Kenji Cabrera (Vancouver Whitecaps FC) hits the cross bar from the center of the box with an xG of 5%.,,
189,c2082132,86',Attempt Saved,Attempt saved. Thomas Müller's (Vancouver Whitecaps FC) with right footed shot from the central position outside the box with an xG of 2% is saved by Michael Collodi.,,
190,c2082132,87',Attempt Saved,Attempt saved. Paxton Pomykal's (FC Dallas) with left footed shot from the central position outside the box with an xG of 12% is saved by Yohei Takaoka.,,
191,c2082132,89',Yellow Card,Osaze Urhoghide (FC Dallas) is shown the yellow card for poor sportsmanship.,,
192,c2082132,90'+2,Attempt Saved,Attempt blocked. Sebastian Berhalter's (Vancouver Whitecaps FC) with right footed shot from the central position outside the box with an xG of 6% is blocked by Chris Cappis.,,
193,9ea2ad2c,2',Attempt Saved,Attempt blocked. Diego Luna's (Real Salt Lake) with left footed shot from the central position outside the box with an xG of 6% is blocked by Kyle Hiebert.,,
194,9ea2ad2c,6',Post,Mykhi Joyner (St. Louis CITY SC) hits the right post from the left side of the box with an xG of 7%.,,
195,9ea2ad2c,14',Attempt Missed,Attempt missed. Marcel Hartel's (St. Louis CITY SC) with left footed shot from the center of the box with an xG of 4% goes over.,,
196,9ea2ad2c,15',Attempt Missed,Attempt missed. Eduard Löwen's (St. Louis CITY SC) with right footed shot from the left side of the box with an xG of 4% goes over to the right.,,
197,9ea2ad2c,17',GOAL,"Goal! 0:1. Victor Olatunji (Real Salt Lake) scored with right footed shot from the right side of the box with an xG of 26% to the lower left zone. Assisted by Zavier Gozo, second assist by Braian Ojeda.",,
198,9ea2ad2c,21',Foul,Chris Durkin (St. Louis CITY SC) is shown the yellow card for the foul.,,
199,9ea2ad2c,24',Yellow Card,Diego Luna (Real Salt Lake) is shown the yellow card for poor sportsmanship.,,
200,9ea2ad2c,28',Attempt Saved,Attempt blocked. João Klauss's (St. Louis CITY SC) with right footed shot from the central position outside the box with an xG of 7% is blocked by Justen Glad.,,
201,9ea2ad2c,29',Attempt Missed,Attempt missed. João Klauss's (St. Louis CITY SC) with right footed shot from the center of the box with an xG of 11% misses to the left.,,
202,9ea2ad2c,32',GOAL,Goal! 0:2. Victor Olatunji (Real Salt Lake) scored with right footed shot from the center of the box with an xG of 24% to the lower left zone. Assisted by Diogo Gonçalves.,,
203,9ea2ad2c,37',Attempt Saved,Attempt saved. Victor Olatunji's (Real Salt Lake) with right footed shot from the left half-space outside the box with an xG of 3% is saved by Roman Bürki.,,
204,9ea2ad2c,38',Attempt Saved,Attempt blocked. João Klauss's (St. Louis CITY SC) with right footed shot from the right side of the box with an xG of 16% is blocked by Brayan Vera.,,
205,9ea2ad2c,42',Corner,Goal! 1:2. Eduard Löwen (St. Louis CITY SC) scored from penalty with right footed shot with an xG of 77% to the top left corner.,,
206,9ea2ad2c,45'+5,Attempt Missed,João Klauss (St. Louis CITY SC) with header from the center of the box with an xG of 7%.,,
207,9ea2ad2c,45'+6,Attempt Missed,Attempt missed. João Klauss's (St. Louis CITY SC) with header from the center of the box with an xG of 16% goes over.,,
208,9ea2ad2c,45'+7,Attempt Saved,Attempt saved. Eduard Löwen's (St. Louis CITY SC) with right footed shot from the left half-space outside the box with an xG of 2% is saved by Rafael Cabral.,,
209,9ea2ad2c,48',Attempt Missed,Attempt missed. João Klauss's (St. Louis CITY SC) with header from the center of the box with an xG of 7% goes over to the right.,,
210,9ea2ad2c,49',Attempt Missed,Attempt missed. Eduard Löwen's (St. Louis CITY SC) with right footed shot from the central position outside the box with an xG of 4% misses to the right.,,
211,9ea2ad2c,51',Attempt Saved,Attempt saved. Tomas Totland's (St. Louis CITY SC) with right footed shot from the right side of the box with an xG of 8% is saved by Rafael Cabral.,,
212,9ea2ad2c,51',Attempt Saved,Attempt saved. Marcel Hartel's (St. Louis CITY SC) with left footed shot from the left side of the box with an xG of 3% is saved by Rafael Cabral.,,
213,9ea2ad2c,51',Attempt Missed,Attempt missed. Marcel Hartel's (St. Louis CITY SC) with header from the center of the box with an xG of 16% misses to the left.,,
